% itn    run  time               r                   g
  1      1    0.35618E-02    0.3952847075E-01    0.0000000000E+00
  1      1    0.35618E-02    0.7905694150E-01    0.0000000000E+00
  1      1    0.35618E-02    0.1185854123E+00    0.0000000000E+00
  1      1    0.35618E-02    0.1581138830E+00    0.0000000000E+00
  1      1    0.35618E-02    0.1976423538E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2371708245E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2766992953E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3162277660E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3557562368E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3952847075E+00    0.0000000000E+00
  1      1    0.35618E-02    0.4348131783E+00    0.0000000000E+00
  1      1    0.35618E-02    0.4743416490E+00    0.5904879048E-01
  1      1    0.35618E-02    0.5138701198E+00    0.5432488724E-01
  1      1    0.35618E-02    0.5533985905E+00    0.1006016430E+00
  1      1    0.35618E-02    0.5929270613E+00    0.4683179935E-01
  1      1    0.35618E-02    0.6324555320E+00    0.0000000000E+00
  1      1    0.35618E-02    0.6719840028E+00    0.0000000000E+00
  1      1    0.35618E-02    0.7115124735E+00    0.0000000000E+00
  1      1    0.35618E-02    0.7510409443E+00    0.7341200979E-01
  1      1    0.35618E-02    0.7905694150E+00    0.6964729134E-01
  1      1    0.35618E-02    0.8300978858E+00    0.3312493125E-01
  1      1    0.35618E-02    0.8696263565E+00    0.0000000000E+00
  1      1    0.35618E-02    0.9091548273E+00    0.9054147874E-01
  1      1    0.35618E-02    0.9486832981E+00    0.2889621662E-01
  1      1    0.35618E-02    0.9882117688E+00    0.5543355841E-01
  1      1    0.35618E-02    0.1027740240E+01    0.5325969337E-01
  1      1    0.35618E-02    0.1067268710E+01    0.5124989362E-01
  1      1    0.35618E-02    0.1106797181E+01    0.2469313056E-01
  1      1    0.35618E-02    0.1146325652E+01    0.2382670493E-01
  1      1    0.35618E-02    0.1185854123E+01    0.2301902002E-01
  1      1    0.35618E-02    0.1225382593E+01    0.0000000000E+00
  1      1    0.35618E-02    0.1264911064E+01    0.0000000000E+00
  1      1    0.35618E-02    0.1304439535E+01    0.0000000000E+00
  1      1    0.35618E-02    0.1343968006E+01    0.2027048031E-01
  1      1    0.35618E-02    0.1383496476E+01    0.3936586032E-01
  1      1    0.35618E-02    0.1423024947E+01    0.3825696285E-01
  1      1    0.35618E-02    0.1462553418E+01    0.3720882688E-01
  1      1    0.35618E-02    0.1502081889E+01    0.1267580702E+00
  1      1    0.35618E-02    0.1541610359E+01    0.5291385121E-01
  1      1    0.35618E-02    0.1581138830E+01    0.0000000000E+00
  1      1    0.35618E-02    0.1620667301E+01    0.5030082152E-01
  1      1    0.35618E-02    0.1660195772E+01    0.4908875353E-01
  1      1    0.35618E-02    0.1699724242E+01    0.3195581602E-01
  1      1    0.35618E-02    0.1739252713E+01    0.6244239913E-01
  1      1    0.35618E-02    0.1778781184E+01    0.0000000000E+00
  1      1    0.35618E-02    0.1818309655E+01    0.1044709370E+00
  1      1    0.35618E-02    0.1857838125E+01    0.1460346431E-01
  1      1    0.35618E-02    0.1897366596E+01    0.1429602296E-01
  1      1    0.35618E-02    0.1936895067E+01    0.1400125960E-01
  1      1    0.35618E-02    0.1976423538E+01    0.5487362348E-01
  1      1    0.35618E-02    0.2015952008E+01    0.2689350854E-01
  1      1    0.35618E-02    0.2055480479E+01    0.9229956570E-01
  1      1    0.35618E-02    0.2095008950E+01    0.6467248481E-01
  1      1    0.35618E-02    0.2134537421E+01    0.6346365332E-01
