% itn    run  time               r                   g
  1      1    0.35618E-02    0.3952847075E-01    0.0000000000E+00
  1      1    0.35618E-02    0.7905694150E-01    0.0000000000E+00
  1      1    0.35618E-02    0.1185854123E+00    0.0000000000E+00
  1      1    0.35618E-02    0.1581138830E+00    0.0000000000E+00
  1      1    0.35618E-02    0.1976423538E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2371708245E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2766992953E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3162277660E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3557562368E+00    0.0000000000E+00
  1      1    0.35618E-02    0.3952847075E+00    0.0000000000E+00
  1      1    0.35618E-02    0.4348131783E+00    0.0000000000E+00
  1      1    0.35618E-02    0.4743416490E+00    0.0000000000E+00
  1      1    0.35618E-02    0.5138701198E+00    0.0000000000E+00
  1      1    0.35618E-02    0.5533985905E+00    0.0000000000E+00
  1      1    0.35618E-02    0.5929270613E+00    0.0000000000E+00
  1      1    0.35618E-02    0.6324555320E+00    0.0000000000E+00
  1      1    0.35618E-02    0.6719840028E+00    0.0000000000E+00
  1      1    0.35618E-02    0.7115124735E+00    0.0000000000E+00
  1      1    0.35618E-02    0.7510409443E+00    0.0000000000E+00
  1      1    0.35618E-02    0.7905694150E+00    0.0000000000E+00
  1      1    0.35618E-02    0.8300978858E+00    0.6624986249E-01
  1      1    0.35618E-02    0.8696263565E+00    0.3158423677E+00
  1      1    0.35618E-02    0.9091548273E+00    0.2716244362E+00
  1      1    0.35618E-02    0.9486832981E+00    0.3467545994E+00
  1      1    0.35618E-02    0.9882117688E+00    0.5266188049E+00
  1      1    0.35618E-02    0.1027740240E+01    0.7722655539E+00
  1      1    0.35618E-02    0.1067268710E+01    0.8199982980E+00
  1      1    0.35618E-02    0.1106797181E+01    0.1061804614E+01
  1      1    0.35618E-02    0.1146325652E+01    0.9768949022E+00
  1      1    0.35618E-02    0.1185854123E+01    0.8056657006E+00
  1      1    0.35618E-02    0.1225382593E+01    0.9796291142E+00
  1      1    0.35618E-02    0.1264911064E+01    0.1207219716E+01
  1      1    0.35618E-02    0.1304439535E+01    0.9611326204E+00
  1      1    0.35618E-02    0.1343968006E+01    0.9932535354E+00
  1      1    0.35618E-02    0.1383496476E+01    0.6889025556E+00
  1      1    0.35618E-02    0.1423024947E+01    0.9181671083E+00
  1      1    0.35618E-02    0.1462553418E+01    0.7627809510E+00
  1      1    0.35618E-02    0.1502081889E+01    0.6881152384E+00
  1      1    0.35618E-02    0.1541610359E+01    0.5820523633E+00
  1      1    0.35618E-02    0.1581138830E+01    0.2578713002E+00
  1      1    0.35618E-02    0.1620667301E+01    0.4359404532E+00
  1      1    0.35618E-02    0.1660195772E+01    0.2454437677E+00
  1      1    0.35618E-02    0.1699724242E+01    0.1757569881E+00
  1      1    0.35618E-02    0.1739252713E+01    0.2185483970E+00
  1      1    0.35618E-02    0.1778781184E+01    0.2136371970E+00
  1      1    0.35618E-02    0.1818309655E+01    0.1641686153E+00
  1      1    0.35618E-02    0.1857838125E+01    0.2774658219E+00
  1      1    0.35618E-02    0.1897366596E+01    0.3145125051E+00
  1      1    0.35618E-02    0.1936895067E+01    0.2660239324E+00
  1      1    0.35618E-02    0.1976423538E+01    0.3292417409E+00
  1      1    0.35618E-02    0.2015952008E+01    0.4168493823E+00
  1      1    0.35618E-02    0.2055480479E+01    0.4614978285E+00
  1      1    0.35618E-02    0.2095008950E+01    0.5691178663E+00
  1      1    0.35618E-02    0.2134537421E+01    0.5330946879E+00
