 10    100    0.35618E+00    0.5000000075E-01    0.0000000000E+00
 10    100    0.35618E+00    0.1000000015E+00    0.0000000000E+00
 10    100    0.35618E+00    0.1500000022E+00    0.0000000000E+00
 10    100    0.35618E+00    0.2000000030E+00    0.0000000000E+00
 10    100    0.35618E+00    0.2500000037E+00    0.0000000000E+00
 10    100    0.35618E+00    0.3000000045E+00    0.0000000000E+00
 10    100    0.35618E+00    0.3500000052E+00    0.0000000000E+00
 10    100    0.35618E+00    0.4000000060E+00    0.0000000000E+00
 10    100    0.35618E+00    0.4500000067E+00    0.0000000000E+00
 10    100    0.35618E+00    0.5000000075E+00    0.0000000000E+00
 10    100    0.35618E+00    0.5500000082E+00    0.0000000000E+00
 10    100    0.35618E+00    0.6000000089E+00    0.0000000000E+00
 10    100    0.35618E+00    0.6500000097E+00    0.0000000000E+00
 10    100    0.35618E+00    0.7000000104E+00    0.0000000000E+00
 10    100    0.35618E+00    0.7500000112E+00    0.0000000000E+00
 10    100    0.35618E+00    0.8000000119E+00    0.0000000000E+00
 10    100    0.35618E+00    0.8500000127E+00    0.0000000000E+00
 10    100    0.35618E+00    0.9000000134E+00    0.0000000000E+00
 10    100    0.35618E+00    0.9500000142E+00    0.0000000000E+00
 10    100    0.35618E+00    0.1000000015E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1050000016E+01    0.2484369769E+04
 10    100    0.35618E+00    0.1100000016E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1150000017E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1200000018E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1250000019E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1300000019E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1350000020E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1400000021E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1450000022E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1500000022E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1550000023E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1600000024E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1650000025E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1700000025E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1750000026E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1800000027E+01    0.1434636064E+04
 10    100    0.35618E+00    0.1850000028E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1900000028E+01    0.0000000000E+00
 10    100    0.35618E+00    0.1950000029E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2000000030E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2050000031E+01    0.1257520501E+04
 10    100    0.35618E+00    0.2100000031E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2150000032E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2200000033E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2250000034E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2300000034E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2350000035E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2400000036E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2450000037E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2500000037E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2550000038E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2600000039E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2650000039E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2700000040E+01    0.1903909543E+04
 10    100    0.35618E+00    0.2750000041E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2800000042E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2850000042E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2900000043E+01    0.0000000000E+00
 10    100    0.35618E+00    0.2950000044E+01    0.0000000000E+00
 10    100    0.35618E+00    0.3000000045E+01    0.0000000000E+00
 10    100    0.35618E+00    0.3050000045E+01    0.0000000000E+00
 10    100    0.35618E+00    0.3100000046E+01    0.8281232564E+03
 10    100    0.35618E+00    0.3150000047E+01    0.0000000000E+00
 10    100    0.35618E+00    0.3200000048E+01    0.0000000000E+00
 10    100    0.35618E+00    0.3250000048E+01    0.0000000000E+00
 10    100    0.35618E+00    0.3300000049E+01    0.0000000000E+00
 10    100    0.35618E+00    0.3350000050E+01    0.0000000000E+00
 10    100    0.35618E+00    0.3400000051E+01    0.0000000000E+00
